date,user,is_doc
,ace139,
2017-03-07 11:41:03-08:00,adonese,False
2017-03-08 09:28:34-08:00,alexandrejaguar,False
2017-03-07 08:28:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,True
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,True
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-07 08:03:50-08:00,alexandrejaguar,False
2017-03-10 15:52:16-08:00,alexhuth,True
2017-03-10 15:52:16-08:00,alexhuth,False
2017-03-08 19:46:03-08:00,alexhuth,True
2017-03-08 19:46:03-08:00,alexhuth,True
2017-03-08 19:46:03-08:00,alexhuth,True
2017-03-08 19:46:03-08:00,alexhuth,True
2017-03-08 17:17:21-08:00,alexhuth,True
2017-03-08 16:13:46-08:00,alexhuth,False
2017-03-08 16:13:46-08:00,alexhuth,True
2017-03-08 16:13:46-08:00,alexhuth,False
2017-03-08 15:34:37-08:00,alexhuth,True
2017-03-08 15:34:37-08:00,alexhuth,True
2017-03-08 15:34:37-08:00,alexhuth,False
2017-03-08 14:50:16-08:00,alexhuth,True
2017-03-08 14:50:16-08:00,alexhuth,True
2017-03-08 14:50:16-08:00,alexhuth,False
2017-03-08 14:31:21-08:00,alexhuth,True
2017-03-08 14:31:21-08:00,alexhuth,True
2017-03-08 14:31:21-08:00,alexhuth,False
2017-03-08 07:55:48-08:00,alexhuth,True
2017-03-08 07:55:48-08:00,alexhuth,False
2017-03-07 20:12:14-08:00,alexhuth,True
2017-03-07 20:12:14-08:00,alexhuth,True
2017-03-07 20:12:14-08:00,alexhuth,True
2017-03-07 20:12:14-08:00,alexhuth,True
2017-03-07 20:12:14-08:00,alexhuth,True
2017-03-10 14:44:14-08:00,alexhuth,True
2017-03-10 14:44:14-08:00,alexhuth,False
2017-03-07 18:28:17-08:00,alexhuth,True
2017-03-07 18:28:17-08:00,alexhuth,True
2017-03-07 17:56:04-08:00,alexhuth,True
2017-03-07 17:49:58-08:00,alexhuth,True
2017-03-07 17:49:58-08:00,alexhuth,True
2017-03-07 17:29:55-08:00,alexhuth,False
2017-03-07 17:21:19-08:00,alexhuth,True
2017-03-07 16:52:06-08:00,alexhuth,True
2017-03-07 16:52:06-08:00,alexhuth,False
2017-03-07 16:35:53-08:00,alexhuth,True
2017-03-07 16:35:53-08:00,alexhuth,False
2017-03-07 16:35:53-08:00,alexhuth,True
2017-03-07 16:35:53-08:00,alexhuth,True
2017-03-07 16:35:53-08:00,alexhuth,True
2017-03-07 16:35:53-08:00,alexhuth,True
2017-03-10 14:36:31-08:00,alexhuth,False
2017-03-10 14:36:31-08:00,alexhuth,True
2017-03-10 14:36:31-08:00,alexhuth,False
2017-03-07 16:00:51-08:00,alexhuth,True
2017-03-07 15:59:33-08:00,alexhuth,True
2017-03-07 00:26:12-08:00,alexhuth,True
2017-03-07 00:21:16-08:00,alexhuth,False
2017-03-07 00:21:16-08:00,alexhuth,True
2017-03-07 00:21:16-08:00,alexhuth,True
2017-03-07 00:21:16-08:00,alexhuth,True
2017-03-06 12:55:30-08:00,alexhuth,True
2017-03-06 12:32:46-08:00,alexhuth,True
2017-03-06 12:32:46-08:00,alexhuth,True
2017-03-06 12:32:46-08:00,alexhuth,False
2017-03-06 12:03:04-08:00,alexhuth,False
2017-03-10 13:56:32-08:00,alexhuth,True
2017-03-10 13:56:32-08:00,alexhuth,False
2017-03-09 18:58:50-08:00,alexhuth,True
2017-03-09 18:58:50-08:00,alexhuth,False
2017-03-09 18:58:50-08:00,alexhuth,True
2017-03-09 18:58:50-08:00,alexhuth,True
2017-03-09 18:58:50-08:00,alexhuth,False
2017-03-09 15:53:29-08:00,alexhuth,True
